id,Peso,Longitud_tarso,Longitud_ala,Longitud_pico,Longitud_pluma_interior_de_la_cola,Longitud_pluma_exterior_de_la_cola,target
B6-2012-10-17,NA,NA,NA,NA,NA,NA,54
C2-2014-10-13,76.3,NA,NA,NA,NA,NA,57
A4-2012-09-20,85.3,32.0,97.0,15.6,33.0,35.0,50
B3-2017-11-05,72.6,31.8,172.0,16.3,63.0,86.0,64
E14-2015-10-24,85.5,34.6,160.0,15.6,55.0,80.0,72
A9-2014-10-25,73.4,NA,NA,NA,NA,NA,66
D9-2012-09-21,82.9,33.5,123.0,16.5,44.0,53.0,55
D6-2014-09-19,NA,NA,NA,NA,NA,NA,33
F14-2014-09-20,66.4,33.0,140.0,15.4,48.0,54.5,59
E22-2017-10-21,73.5,34.7,175.0,15.9,57.0,82.0,75
B6-2012-09-14,53.0,NA,NA,NA,NA,NA,21
B5-2014-08-21,15.3,NA,NA,NA,NA,NA,4
H4-2014-08-27,45.6,22.9,25.0,12.8,NA,NA,17
F12-2014-10-26,65.7,31.6,114.5,15.2,38.0,48.0,72
C7-2015-09-08,54.7,26.7,34.0,13.94,NA,NA,26
E16-2012-10-21,79.0,30.9,144.0,15.1,54.0,70.0,64
A11-2016-09-26,79.8,31.2,80.0,14.3,27.0,26.0,45
D13-2014-09-23,64.5,NA,NA,NA,NA,NA,36
C2-2014-10-14,70.6,30.7,115.0,14.9,46.0,53.0,58
F9-2014-09-07,NA,NA,NA,NA,NA,NA,20
A9-2017-10-09,70.5,32.0,89.0,15.6,NA,NA,46
FD-2015-10-06,63.9,30.6,52.0,13.9,NA,NA,34
G7-2014-09-23,69.8,32.7,101.5,15.3,41.5,48.0,53
E16-2015-09-24,69.4,28.1,40.0,13.8,NA,NA,26
D8-2017-10-12,70.0,35.0,164.0,16.1,60.0,79.0,69
D7-2015-09-11,62.2,30.8,51.0,13.8,NA,NA,33
D6-2014-11-10,65.0,33.9,161.5,15.7,55.5,77.5,85
D5-2014-10-21,58.6,NA,NA,NA,NA,NA,59
B13-2014-09-27,67.6,NA,NA,NA,NA,NA,30
F10-2014-09-26,72.2,29.8,54.0,14.4,6.0,6.0,44
D4-2014-08-17,59.5,25.2,29.5,13.0,NA,NA,22
F9-2014-10-03,79.0,NA,NA,NA,NA,NA,46
H9-2014-11-02,100.8,NA,NA,NA,NA,NA,74
A10-2012-10-08,83.8,32.0,118.0,15.2,41.0,45.0,61
H4-2014-09-11,63.5,28.5,46.5,14.1,NA,NA,32
D7-2014-08-17,15.2,14.0,13.0,10.0,NA,NA,6
F6-2015-10-15,91.6,31.6,65.0,15.0,18.0,19.0,45
C7-2015-10-05,68.5,32.3,89.0,16.6,34.0,31.0,53
D2-2012-09-18,33.3,28.0,42.0,13.6,NA,NA,36
B13-2012-10-21,95.0,NA,NA,NA,NA,NA,60
A2-2014-08-25,66.2,33.7,60.5,14.6,NA,NA,42
E16-2015-10-06,60.5,31.6,65.0,14.7,19.0,14.0,38
G12-2014-10-02,82.3,33.5,139.0,15.5,56.0,65.0,60
E17-2012-10-11,71.1,31.9,78.0,14.9,21.0,27.0,49
FD-2014-10-05,86.6,33.0,149.0,15.6,55.5,68.5,61
E16-2012-08-25,22.1,15.5,16.0,10.3,NA,NA,7
H4-2013-09-13,72.6,28.6,36.0,13.6,NA,NA,28
H4-2014-08-30,42.6,24.2,25.0,13.6,NA,NA,20
G2-2014-08-30,38.3,23.4,26.0,12.0,NA,NA,20
H6-2013-09-16,84.5,30.4,65.0,14.1,24.0,25.0,40
C11-2015-10-05,29.4,21.3,22.0,11.7,NA,NA,28
D13-2014-10-06,NA,NA,NA,NA,NA,NA,49
E14-2014-11-07,80.9,NA,NA,NA,NA,NA,73
D6-2017-10-03,84.2,33.6,152.0,15.8,56.0,69.0,66
F6-2012-09-05,34.5,16.8,16.0,10.2,NA,NA,13
G8-2017-09-05,57.9,28.3,45.0,13.6,NA,NA,27
F19-2012-10-01,83.8,34.0,161.0,16.2,56.0,82.0,73
B6-2012-09-17,69.2,NA,NA,NA,NA,NA,24
C13-2015-09-08,46.6,22.08,25.0,12.5,NA,NA,15
H6-2013-09-22,62.7,30.9,78.0,14.0,29.0,32.0,46
C11-2014-09-10,43.6,29.5,39.0,13.5,NA,NA,30
F16-2014-09-26,62.1,33.4,146.0,15.3,50.5,63.0,68
E6-2017-10-09,59.7,31.6,90.0,15.4,NA,NA,43
FD-2014-09-14,83.8,32.0,77.0,14.5,26.0,28.0,40
D6-2012-10-25,91.1,NA,NA,NA,NA,NA,68
C7-2014-10-04,65.6,33.1,173.0,15.5,56.5,84.0,75
G11-2017-10-09,76.8,31.4,129.0,15.3,45.0,58.0,55
E6-2017-10-18,83.6,32.1,119.0,15.9,43.0,53.0,52
D7-2015-09-23,82.3,33.2,83.0,14.6,27.0,29.0,45
B13-2014-10-22,89.6,33.0,112.5,15.8,46.0,42.5,55
A11-2017-10-09,76.3,33.0,150.0,15.2,62.0,73.0,67
FA-2012-10-07,80.3,31.8,64.0,14.8,12.0,12.0,41
H5-2017-08-29,51.3,24.2,26.0,12.7,NA,NA,21
B2-2012-09-11,68.7,30.7,61.0,14.0,10.0,10.0,32
B12-2012-09-18,73.1,27.3,43.0,13.0,NA,NA,28
FA-2012-10-24,92.5,NA,NA,NA,NA,NA,58
C11-2014-09-01,43.7,25.5,29.0,12.7,NA,NA,21
A7-2017-10-09,65.8,32.5,140.0,14.4,53.0,67.0,60
D4-2017-10-21,65.5,31.5,176.0,15.6,59.0,85.0,71
B5-2014-10-10,57.5,NA,NA,NA,NA,NA,54
FZ-2014-09-05,71.9,31.1,43.5,14.3,NA,NA,30
A7-2016-11-10,62.9,31.7,181.0,15.3,71.0,87.0,79
G11-2017-10-03,80.3,31.5,108.0,15.2,43.0,50.0,49
C5-2014-08-20,42.5,20.1,20.0,11.7,NA,NA,13
G11-2017-09-20,70.0,30.5,64.0,14.3,NA,NA,36
C9-2012-10-11,92.8,32.5,168.0,15.7,54.0,73.0,67
C7-2013-10-09,90.5,32.9,158.0,15.2,NA,NA,70
H7-2013-10-01,29.9,27.0,42.0,13.1,NA,NA,37
D3-2015-10-12,79.4,33.6,90.0,15.6,35.0,28.0,49
C5-2017-09-16,80.3,31.6,76.0,15.3,NA,NA,40
C7-2015-09-23,73.1,31.8,64.5,16.0,15.0,13.0,41
D4-2015-10-08,85.6,30.0,65.0,14.2,20.0,20.0,39
E14-2015-09-21,64.0,13.4,65.0,14.2,16.0,17.0,39
FZ-2013-10-06,88.6,33.0,122.0,15.5,46.0,56.0,59
FD-2014-10-11,85.7,32.8,149.5,15.8,56.0,70.0,67
D6-2017-09-17,75.8,34.1,94.0,16.5,39.0,41.0,50
E16-2013-11-14,61.1,31.5,168.5,14.6,59.0,86.0,90
D11-2014-09-19,74.2,33.3,75.5,15.3,19.0,22.0,42
E11-2012-10-15,90.3,32.0,159.0,15.8,55.0,72.0,65
C2-2014-09-25,57.9,NA,NA,NA,NA,NA,39
E17-2012-10-15,78.8,NA,NA,NA,NA,NA,53
F16-2014-08-27,63.2,32.6,60.5,13.7,10.0,NA,38
C3-2013-09-21,57.6,30.9,119.0,14.4,41.0,50.0,58
C1-2014-10-28,94.8,31.6,135.5,15.4,51.0,60.0,76
D11-2014-08-21,40.6,20.0,21.0,12.1,NA,NA,13
D5-2012-10-14,81.5,32.1,96.0,14.7,35.0,42.0,55
D1-2015-10-20,98.7,32.5,126.0,16.0,51.0,57.0,57
B13-2017-10-03,91.8,32.1,90.0,15.1,40.0,46.0,46
C2-2012-08-20,18.9,13.2,14.0,9.2,NA,NA,4
G12-2015-10-05,88.8,33.2,165.0,15.5,58.0,75.0,71
B9-2014-09-09,41.0,27.0,36.0,12.8,NA,NA,29
H8-2015-11-05,96.7,32.3,93.0,15.2,27.0,32.0,54
B13-2012-09-01,37.0,17.2,16.0,10.6,NA,NA,10
A9-2017-09-06,32.7,18.5,18.0,11.4,NA,NA,13
F6-2012-11-06,69.0,NA,NA,NA,NA,NA,75
C1-2014-09-22,46.6,29.2,43.5,13.6,NA,NA,40
C9-2012-08-30,69.6,27.1,40.0,13.3,NA,NA,25
F6-2012-11-03,62.1,NA,NA,NA,NA,NA,72
A11-2012-09-26,74.5,32.2,75.0,14.6,18.0,18.0,49
A9-2014-10-08,NA,NA,NA,NA,NA,NA,49
H3-2017-08-26,58.8,24.9,30.0,13.4,NA,NA,22
G9-2014-09-29,61.1,30.1,54.0,14.0,10.0,10.0,48
C6-2012-10-05,90.6,32.4,109.0,15.2,34.0,46.0,54
F6-2017-10-27,80.0,32.9,165.0,16.7,64.0,82.0,70
A7-2014-09-09,62.0,33.3,73.0,14.8,24.0,27.0,44
B13-2014-11-03,93.5,33.5,158.0,16.1,61.0,70.5,67
B2-2012-09-23,76.4,32.4,89.0,14.9,27.0,37.0,44
D4-2017-10-15,76.5,31.4,166.0,15.4,60.0,81.0,65
G2-2015-09-13,48.5,27.5,46.0,13.5,NA,NA,30
E16-2012-09-22,70.1,NA,NA,NA,NA,NA,35
F9-2014-08-23,18.5,NA,NA,NA,NA,NA,5
D10-2015-11-10,72.5,31.6,135.0,15.4,54.0,65.0,66
A3-2012-09-16,55.0,NA,NA,NA,NA,NA,29
C7-2013-10-12,78.4,32.9,163.0,15.5,56.0,77.0,73
D3-2012-08-25,26.7,18.3,18.0,10.5,NA,NA,13
A9-2015-10-06,58.0,31.1,107.0,15.6,34.0,39.0,56
FD-2015-11-04,71.0,33.2,145.0,15.3,52.0,65.0,63
D6-2012-09-22,82.5,NA,NA,NA,NA,NA,35
D9-2014-09-13,53.6,32.0,90.5,15.9,34.0,40.0,50
B6-2012-10-22,99.1,NA,NA,NA,NA,NA,59
D7-2014-09-23,60.7,31.3,63.0,14.2,15.0,19.0,43
D6-2017-10-12,77.1,33.4,174.0,16.2,59.0,83.0,75
A7-2012-09-14,74.8,33.2,77.0,14.8,16.0,23.0,42
D2-2014-10-01,80.4,32.4,114.5,15.2,46.5,50.5,55
A2-2012-09-29,76.0,31.7,107.0,15.1,41.0,45.0,54
D13-2014-10-02,80.4,NA,NA,NA,NA,NA,45
H9-2014-09-10,35.9,NA,NA,NA,NA,NA,21
B13-2014-09-20,56.4,NA,NA,NA,NA,NA,23
G6-2014-08-18,15.6,14.3,14.0,9.3,NA,NA,6
E23-2013-09-07,31.0,15.5,15.0,10.0,NA,NA,10
H4-2013-10-19,57.8,31.6,140.0,15.1,52.0,61.0,64
A3-2012-09-26,69.1,NA,NA,NA,NA,NA,39
B12-2012-10-30,70.6,30.5,168.0,15.0,57.0,85.0,70
B12-2012-10-18,78.0,30.5,129.0,14.7,51.0,64.0,58
F6-2015-10-21,101.8,32.3,83.0,16.2,29.0,32.0,51
E23-2013-09-10,40.0,17.5,19.0,10.6,NA,NA,13
D6-2012-10-13,90.6,NA,NA,NA,NA,NA,56
A9-2017-10-07,66.8,NA,NA,NA,NA,NA,44
A10-2012-09-08,50.0,27.1,37.0,12.8,NA,NA,31
E23-2013-10-13,54.0,32.0,77.0,14.0,27.0,32.0,46
E11-2012-09-27,87.2,32.0,102.0,15.8,32.0,34.0,47
E17-2012-09-29,60.7,29.6,55.0,14.5,NA,NA,37
A11-2017-09-18,70.0,32.1,78.0,14.7,NA,NA,46
C2-2012-10-01,81.5,32.9,93.0,14.6,30.0,30.0,46
E16-2013-09-12,50.4,27.3,34.0,13.2,NA,NA,27
A6-2014-09-03,55.5,25.1,30.0,12.8,NA,NA,23
F6-2017-10-15,88.4,33.1,123.0,16.0,44.0,53.0,58
E17-2012-09-11,39.0,20.5,23.0,12.0,NA,NA,19
G7-2013-11-02,53.9,31.1,127.0,14.6,65.0,65.0,77
H7-2013-09-07,39.2,19.4,20.0,10.7,NA,NA,13
E16-2012-09-13,62.1,NA,NA,NA,NA,NA,26
B5-2015-09-06,55.8,25.3,28.0,12.2,NA,NA,23
E16-2012-11-01,77.5,NA,NA,NA,NA,NA,75
E11-2012-10-03,82.2,32.0,121.0,15.7,42.0,46.0,53
B13-2014-08-31,14.4,NA,NA,NA,NA,NA,3
B3-2017-09-28,68.5,28.5,41.0,13.6,NA,NA,26
C1-2012-09-23,75.4,32.1,118.0,14.7,43.0,51.0,55
G8-2017-09-08,65.2,29.8,47.0,14.2,NA,NA,30
E16-2014-09-04,42.1,27.6,30.0,14.0,NA,NA,29
FZ-2013-10-21,66.8,33.0,164.0,15.1,59.0,82.0,74
B2-2012-10-11,83.4,32.4,153.0,15.1,55.0,73.0,62
D5-2012-09-01,21.0,NA,NA,NA,NA,NA,12
G8-2017-08-26,49.7,22.2,24.0,11.4,NA,NA,17
FD-2014-09-20,64.5,33.1,98.0,15.0,33.0,37.0,46
G2-2013-09-15,65.4,30.9,59.0,13.3,10.0,10.0,32
F17-2017-10-17,71.6,32.2,150.0,16.7,59.0,70.0,63
C1-2012-09-11,80.6,31.9,77.0,14.5,20.0,27.0,43
D5-2014-09-20,59.1,NA,NA,NA,NA,NA,28
H9-2013-10-19,67.5,32.2,128.0,16.0,48.0,58.0,63
D5-2012-09-14,40.2,21.7,24.0,12.0,NA,NA,25
C4-2015-10-05,75.1,32.2,103.0,14.9,41.0,44.0,58
B12-2015-09-02,57.7,26.6,34.0,13.2,NA,NA,26
H9-2014-09-08,NA,NA,NA,NA,NA,NA,19
D5-2016-11-05,62.9,32.0,177.0,15.4,59.0,85.0,76
E15-2016-09-23,54.1,31.8,71.0,14.2,21.0,24.0,46
B13-2013-10-12,91.1,33.3,130.0,15.1,54.0,62.0,59
G13-2014-09-23,68.9,31.8,81.5,15.1,27.0,31.0,45
A9-2014-10-22,70.9,NA,NA,NA,NA,NA,63
B5-2014-09-12,53.4,NA,NA,NA,NA,NA,26
C8-2014-09-26,71.1,NA,NA,NA,NA,NA,39
D3-2015-10-08,74.2,33.6,75.0,15.2,28.0,22.0,45
FA-2012-10-19,83.0,32.9,93.0,15.3,24.0,30.0,53
D3-2012-08-28,36.6,19.7,20.0,10.4,NA,NA,16
FA-2012-09-05,15.4,NA,NA,NA,NA,NA,9
B5-2014-10-09,60.7,NA,NA,NA,NA,NA,53
A7-2016-09-26,64.0,30.5,50.0,13.0,NA,NA,34
C1-2017-10-12,84.9,31.7,105.0,16.0,39.0,46.0,54
B12-2012-08-30,26.7,NA,NA,NA,NA,NA,9
H2-2013-10-10,57.4,28.0,66.0,13.4,23.0,27.0,48
C11-2014-08-23,44.3,20.3,21.5,11.0,NA,NA,12
D4-2012-10-09,87.2,32.5,162.0,14.8,56.0,76.0,68
FC-2013-10-03,96.9,33.4,140.0,15.0,55.0,61.0,64
FA-2012-09-30,69.2,NA,NA,NA,NA,NA,34
E23-2013-09-19,47.4,22.9,26.0,11.2,NA,NA,22
F17-2014-10-02,62.9,32.8,98.0,14.1,37.0,42.0,55
C2-2014-09-29,72.5,29.5,68.0,14.8,18.0,19.0,43
F12-2014-11-13,73.9,31.2,167.0,15.6,56.5,76.0,90
C2-2014-08-21,14.7,NA,NA,NA,NA,NA,4
D7-2015-09-02,69.8,26.49,32.5,12.95,NA,NA,24
D6-2012-09-20,71.2,NA,NA,NA,NA,NA,33
H8-2015-09-19,14.6,14.1,14.0,9.8,NA,NA,7
D2-2014-09-19,58.3,32.0,73.0,14.6,25.0,26.0,43
B5-2014-09-05,NA,NA,NA,NA,NA,NA,19
C4-2015-10-23,81.2,31.9,167.0,16.3,59.0,80.0,76
C2-2012-09-10,71.7,28.0,43.0,12.5,NA,NA,25
D6-2014-08-19,8.9,NA,NA,NA,NA,NA,2
C5-2012-09-23,54.2,29.2,62.0,13.7,5.0,5.0,44
A3-2014-09-24,63.6,31.7,64.5,13.8,14.0,12.0,45
C7-2016-10-20,75.7,32.0,166.0,14.3,63.0,81.0,79
C4-2012-09-20,81.9,33.1,117.0,15.6,40.0,50.0,53
C5-2016-09-26,59.9,29.3,46.0,13.7,NA,NA,31
D5-2014-10-15,62.0,NA,NA,NA,NA,NA,53
G7-2015-10-01,81.5,32.8,93.0,15.1,33.0,33.0,48
A3-2012-08-31,34.2,18.1,19.0,10.7,NA,NA,13
C9-2012-09-08,83.9,31.5,66.0,14.5,13.0,13.0,34
FC-2012-09-12,77.6,30.9,57.0,14.5,5.0,5.0,30
G6-2016-09-23,75.1,33.6,98.0,14.9,34.0,34.0,54
E17-2012-10-31,69.0,NA,NA,NA,NA,NA,69
D3-2015-09-23,59.3,29.3,36.0,14.2,NA,NA,30
D9-2015-09-08,61.3,29.45,44.0,13.77,NA,NA,33
B13-2017-10-12,79.6,32.1,127.0,15.7,51.0,64.0,55
C1-2012-10-11,72.7,32.0,171.0,15.1,53.0,80.0,73
E6-2017-09-23,68.4,28.2,39.0,14.1,NA,NA,27
E22-2013-10-06,73.2,33.1,75.0,14.5,23.0,29.0,45
F16-2013-09-15,70.3,31.5,68.0,14.3,18.0,21.0,43
H3-2016-09-27,78.2,31.4,85.0,14.9,29.0,23.0,47
E17-2012-09-22,57.3,NA,NA,NA,NA,NA,30
E14-2012-08-20,10.4,12.1,14.0,7.7,NA,NA,1
D9-2012-09-15,79.6,33.5,104.0,16.1,32.0,38.0,49
D6-2014-11-05,62.6,NA,NA,NA,NA,NA,80
C2-2014-08-22,16.9,NA,NA,NA,NA,NA,5
H9-2014-09-26,70.5,31.8,52.0,14.8,9.0,9.0,37
D5-2014-08-30,17.7,NA,NA,NA,NA,NA,7
H9-2014-09-29,67.2,32.2,59.0,15.5,11.0,12.0,40
D5-2012-10-29,87.6,32.2,147.0,15.0,57.0,80.0,70
C4-2012-09-11,81.2,33.0,84.0,14.5,24.0,28.0,44
E14-2014-09-08,NA,NA,NA,NA,NA,NA,13
F10-2014-11-04,70.8,31.1,162.5,15.8,56.5,75.0,83
H5-2017-09-17,68.4,31.5,65.0,14.8,NA,NA,40
C4-2013-08-31,70.2,30.2,51.0,13.4,NA,NA,35
H2-2013-11-18,45.6,28.5,164.0,13.9,58.0,90.0,87
B12-2012-11-02,70.1,30.5,NA,15.0,58.0,88.0,73
F17-2017-09-09,48.5,26.5,29.0,12.5,NA,NA,25
C4-2015-10-17,83.0,31.9,149.5,15.3,55.0,67.0,70
C2-2012-10-10,93.6,33.0,128.0,15.0,46.0,47.0,55
D4-2017-09-26,86.6,30.6,97.0,13.9,29.0,38.0,46
A7-2012-08-27,57.4,27.0,30.0,12.9,NA,NA,24
B13-2014-09-15,37.6,NA,NA,NA,NA,NA,18
F14-2014-08-27,82.9,32.0,64.5,14.5,15.0,NA,35
FC-2013-09-15,84.4,33.0,72.0,14.3,23.0,26.0,46
E17-2012-09-20,43.3,25.7,33.0,13.5,NA,NA,28
F10-2014-10-26,58.0,31.2,133.0,16.0,51.0,60.0,74
G2-2014-08-18,25.4,15.8,15.0,10.2,NA,NA,8
B9-2015-09-11,20.7,14.9,15.0,10.2,NA,NA,7
F6-2015-09-28,58.6,26.2,30.0,13.5,NA,NA,28
C6-2017-10-06,75.5,33.4,100.0,15.0,40.0,45.0,50
H7-2017-09-08,44.8,22.3,25.0,11.9,NA,NA,17
B9-2014-08-31,34.0,22.6,23.5,12.0,NA,NA,20
D2-2014-09-25,61.7,32.5,93.0,15.0,35.5,38.0,49
B3-2017-09-18,50.2,22.0,26.0,12.0,NA,NA,16
E14-2015-09-30,68.4,34.7,83.0,15.0,29.0,30.0,48
A4-2015-09-06,63.5,29.13,37.0,14.18,NA,NA,30
H7-2013-09-28,28.1,27.6,42.0,13.1,NA,NA,34
F19-2012-09-07,79.6,33.8,84.0,14.9,24.0,30.0,49
E17-2012-10-30,72.5,NA,NA,NA,NA,NA,68
B12-2015-10-18,77.1,32.6,175.5,15.0,58.0,83.0,72
A7-2017-10-06,68.6,32.9,130.0,14.4,52.0,62.0,57
D6-2014-09-29,91.9,33.2,66.0,15.4,10.0,12.0,43
C2-2014-10-02,80.0,30.2,72.5,15.1,24.0,25.0,46
D13-2014-11-03,57.5,NA,NA,NA,NA,NA,78
G12-2017-09-11,87.1,32.4,83.0,14.2,25.0,33.0,45
F17-2015-09-13,55.6,30.6,55.0,13.8,17.0,11.0,35
C13-2015-10-08,78.0,31.7,71.0,14.2,20.0,25.0,45
E17-2012-10-16,NA,NA,NA,NA,NA,NA,54
D13-2014-10-05,74.3,NA,NA,NA,NA,NA,48
A11-2012-09-02,38.5,21.7,23.0,11.7,NA,NA,25
A9-2014-10-29,77.6,31.1,124.0,14.8,45.0,53.0,70
F14-2014-09-29,79.4,33.3,171.0,15.5,62.0,81.0,68
FA-2012-10-26,88.9,NA,NA,NA,NA,NA,60
A9-2017-09-13,48.7,NA,NA,NA,NA,NA,20
FZ-2014-09-20,86.0,32.3,80.0,15.5,29.0,30.0,45
E14-2014-08-30,17.9,NA,NA,NA,NA,NA,4
C11-2015-10-30,49.8,30.9,52.0,14.3,8.0,9.0,53
H5-2015-10-13,88.7,32.2,153.0,15.3,58.0,74.0,67
D3-2016-11-10,78.9,32.5,145.0,14.9,58.5,70.0,57
D4-2017-09-30,77.6,31.3,111.0,14.2,37.0,50.0,50
G11-2017-09-11,66.8,27.6,36.0,13.2,NA,NA,27
A3-2014-10-03,63.7,31.7,91.5,14.5,29.0,34.0,54
FZ-2015-10-03,86.5,32.1,155.0,15.8,57.0,72.0,68
C2-2012-10-04,94.7,33.0,105.0,15.0,36.0,38.0,49
G2-2016-09-27,76.8,31.1,102.0,14.4,40.0,38.0,52
A7-2014-10-03,82.5,33.3,143.5,15.3,57.0,74.0,68
A9-2017-10-03,64.4,31.3,72.0,15.2,NA,NA,40
FA-2012-11-05,94.9,NA,NA,NA,NA,NA,70
D13-2014-10-23,53.6,NA,NA,NA,NA,NA,66
A9-2015-10-28,67.8,31.5,170.0,15.9,57.0,80.0,78
E14-2014-11-11,68.5,NA,NA,NA,NA,NA,77
H3-2017-10-15,84.3,31.8,174.0,17.1,59.0,82.0,72
G2-2013-09-06,53.2,29.2,46.0,13.1,NA,NA,23
E16-2012-10-22,79.4,NA,NA,NA,NA,NA,65
C4-2015-09-17,62.2,29.9,58.0,13.9,14.0,15.0,40
A2-2012-10-23,67.2,31.7,178.0,15.1,59.0,92.0,78
F12-2014-09-05,35.6,22.5,25.5,12.7,NA,NA,21
F9-2014-09-14,50.8,NA,NA,NA,NA,NA,27
D8-2017-10-13,80.2,34.8,170.0,16.2,59.0,81.0,70
E6-2017-10-03,72.1,31.3,71.0,15.5,NA,NA,37
E16-2013-10-06,45.4,31.5,76.0,14.2,22.0,28.0,51
C2-2014-08-18,8.4,11.9,9.0,9.1,NA,NA,1
H4-2013-10-28,49.9,31.6,156.0,15.0,54.0,75.0,73
H4-2013-10-13,72.6,31.6,119.0,15.3,47.0,56.0,58
H5-2015-10-22,68.5,32.2,175.0,15.3,60.0,86.0,76
F17-2014-08-30,40.6,26.9,30.0,12.4,NA,NA,22
F11-2017-10-03,85.8,32.6,121.0,13.7,41.0,43.0,53
C3-2012-09-14,80.5,31.3,90.0,14.6,31.0,32.0,46
F17-2017-09-22,75.1,31.3,65.0,13.7,NA,NA,38
C1-2017-09-12,55.0,23.5,29.0,12.4,NA,NA,24
H3-2015-09-10,58.8,31.2,59.0,14.8,12.0,12.0,38
D6-2014-08-22,13.8,NA,NA,NA,NA,NA,5
A2-2012-09-23,80.5,31.7,94.0,14.8,35.0,38.0,48
B13-2012-10-18,91.2,33.3,128.0,15.5,49.0,61.0,57
B13-2012-11-05,76.1,NA,NA,NA,NA,NA,75
H8-2014-09-11,47.4,27.9,34.5,14.0,NA,NA,30
FA-2012-09-10,31.5,17.4,18.0,10.7,NA,NA,14
D11-2013-10-03,81.6,32.1,113.0,15.0,36.0,42.0,56
E16-2015-10-21,78.5,33.4,112.5,15.6,41.0,45.0,53
F17-2015-10-26,60.6,33.3,176.0,15.3,55.0,79.0,78
E6-2017-09-14,38.9,22.2,24.0,12.0,NA,NA,18
C8-2014-09-14,49.2,NA,NA,NA,NA,NA,27
A10-2012-10-18,78.1,32.2,149.0,15.1,54.0,68.0,71
D5-2012-11-06,74.5,NA,NA,NA,NA,NA,78
H9-2014-09-21,52.0,NA,NA,NA,NA,NA,32
D6-2014-08-26,26.6,NA,NA,NA,NA,NA,9
E16-2012-09-01,30.9,NA,NA,NA,NA,NA,14
FA-2012-09-23,53.9,NA,NA,NA,NA,NA,27
F9-2014-09-22,61.0,NA,NA,NA,NA,NA,35
G7-2014-09-14,48.3,32.0,77.0,15.0,28.0,30.5,44
D2-2012-10-03,39.0,30.5,65.0,14.5,10.0,10.0,51
B1-2014-08-29,60.6,25.9,32.5,12.9,NA,NA,22
E16-2015-11-07,81.8,32.9,170.0,16.2,59.0,79.5,70
E14-2012-10-12,75.7,NA,NA,NA,NA,NA,54
D5-2014-08-28,NA,NA,NA,NA,NA,NA,5
C11-2015-10-23,48.9,28.5,41.0,14.0,NA,NA,46
A9-2014-09-23,32.4,26.3,30.0,12.7,NA,NA,34
G8-2017-10-13,76.0,32.3,161.0,15.2,58.0,80.0,65
D6-2017-09-26,82.0,34.1,129.0,15.6,52.0,56.0,59
F19-2013-09-21,77.0,31.5,123.0,14.1,49.0,60.0,61
A9-2017-10-08,NA,NA,NA,NA,NA,NA,45
F6-2012-10-31,71.2,NA,NA,NA,NA,NA,69
B12-2012-10-03,76.3,30.1,79.0,14.5,26.0,32.0,43
F19-2014-09-11,55.8,31.4,81.0,13.8,28.0,29.5,43
D5-2012-10-08,80.1,31.0,75.0,14.8,23.0,26.0,49
B12-2012-10-31,76.6,NA,NA,NA,NA,NA,71
D4-2014-09-10,52.0,32.2,92.0,15.2,30.0,34.0,46
D5-2012-11-10,63.2,32.2,177.0,15.0,60.0,93.0,82
FC-2013-10-15,70.6,33.4,175.0,14.8,59.0,NA,76
D6-2012-09-17,74.8,NA,NA,NA,NA,NA,30
E16-2012-10-11,67.3,NA,NA,NA,NA,NA,54
C5-2012-09-17,53.3,28.2,50.0,13.0,NA,NA,38
E14-2012-10-14,84.9,NA,NA,NA,NA,NA,56
E11-2012-08-31,59.6,24.6,30.0,12.5,NA,NA,20
C13-2015-10-20,91.3,31.6,100.0,15.1,41.0,47.0,57
H2-2013-11-09,67.6,28.5,150.0,14.3,54.0,75.0,78
F9-2014-09-02,48.4,NA,NA,NA,NA,NA,15
E14-2012-09-03,31.1,NA,NA,NA,NA,NA,15
F17-2017-09-16,59.3,29.5,48.0,13.1,NA,NA,32
E16-2013-10-09,42.9,31.5,77.0,14.2,25.0,35.0,54
H7-2016-11-05,67.2,31.4,148.0,14.8,55.0,70.0,66
C2-2012-10-28,74.2,33.0,179.0,15.0,56.0,85.0,73
F17-2014-10-14,56.1,32.5,138.0,15.2,52.5,64.0,67
G9-2016-10-27,60.6,31.6,115.0,13.8,37.0,44.0,55
B13-2012-10-17,NA,NA,NA,NA,NA,NA,56
A9-2014-11-14,63.0,NA,NA,NA,NA,NA,86
A3-2012-10-19,69.2,NA,NA,NA,NA,NA,62
B12-2012-10-12,74.4,30.5,112.0,14.5,40.0,48.0,52
G7-2015-09-13,65.3,28.6,41.0,13.6,NA,NA,30
D6-2012-08-23,14.2,NA,NA,NA,NA,NA,5
E16-2012-10-26,79.3,NA,NA,NA,NA,NA,69
F14-2016-09-23,34.9,17.8,11.0,10.4,NA,NA,8
G13-2014-08-18,31.1,16.5,16.0,10.8,NA,NA,9
A9-2014-09-04,16.5,NA,NA,NA,NA,NA,15
F6-2012-09-18,49.2,NA,NA,NA,NA,NA,26
H8-2016-09-27,84.8,32.7,81.0,15.0,26.0,29.0,46
B6-2012-11-02,80.0,32.5,175.0,15.0,58.0,87.0,70
D6-2015-09-17,74.9,30.6,44.0,13.8,NA,NA,31
H9-2014-11-04,95.2,35.2,165.5,15.7,56.5,78.5,76
B13-2014-11-04,84.9,NA,NA,NA,NA,NA,68
